name of company,college name,region,year,Salary
AMDOCS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,771234
AMDOCS,COLLEGE OF ENGINEERING PUNE,PUNE,2018,771234
AMDOCS,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,771234
AMDOCS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,771234
AMDOCS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,771234
AMDOCS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,683094
XL DYNAMICS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,683094
XL DYNAMICS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,683094
XL DYNAMICS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,683094
XL DYNAMICS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,384639
IDBI INTECH,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,384639
IDBI INTECH,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,547689
GEOMETRIC,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,443055
THIRDWARE SOLUTION,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,443055
THIRDWARE SOLUTION,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,495501
SIEMENS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,495501
SIEMENS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,495501
SIEMENS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016,495501
SIEMENS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,495501
SIEMENS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,495501
SIEMENS,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2018,495501
SIEMENS,MIT COLLEGE OF ENGINEERING,PUNE,2018,495501
SIEMENS,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,495501
SIEMENS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017,495501
SIEMENS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,482579
ZENSAR TECHNOLOGIES,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018,482579
ZENSAR TECHNOLOGIES,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018,1114263
HEWLETT-PACKARD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,1114263
HEWLETT-PACKARD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,55083
NETWORK 18,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2018,55083
NETWORK 18,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017,433293
CAPITA,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2018,579967
ZENITH SYSTEM SOLUTIONS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,579967
ZENITH SYSTEM SOLUTIONS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,643497
INFIBEAM,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,180514
CMC,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,180514
CMC,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,426923
HURIX,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,892379
QUANTIPHI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,892379
QUANTIPHI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,892379
QUANTIPHI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,892379
QUANTIPHI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,892379
QUANTIPHI,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,30914
MIRRAW,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017,30914
MIRRAW,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,30914
MIRRAW,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,439440
CMS IT SERVICES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016,439440
CMS IT SERVICES,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2018,444286
TATA,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,95866
CROMPTON GREAVES,COLLEGE OF ENGINEERING PUNE,PUNE,2018,249593
NVIDIA,COLLEGE OF ENGINEERING PUNE,PUNE,2018,249593
NVIDIA,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2018,249593
NVIDIA,MIT COLLEGE OF ENGINEERING,PUNE,2018,249593
NVIDIA,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,22327
NEWGEN,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,11083
SELEC,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,41169
VERIZON,MIT COLLEGE OF ENGINEERING,PUNE,2018,554151
CRMNEXT,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,26282
ORIENT TECHNOLOGIES,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,26751
QUALITYKIOSK,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,26751
QUALITYKIOSK,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016,30497
FRACTAL ANALYTICS,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,30497
FRACTAL ANALYTICS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016,12995
SYNTROSYS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,12995
SYNTROSYS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,12995
SYNTROSYS,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,957887
CREDIT SUISSE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017,957887
CREDIT SUISSE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017,957887
CREDIT SUISSE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,299512
ACCENTURE,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,299512
ACCENTURE,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,299512
ACCENTURE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,299512
ACCENTURE,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,299512
ACCENTURE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,299512
ACCENTURE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015,299512
ACCENTURE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014,299512
ACCENTURE,COLLEGE OF ENGINEERING PUNE,PUNE,2018,299512
ACCENTURE,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018,299512
ACCENTURE,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,299512
ACCENTURE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,299512
ACCENTURE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,299512
ACCENTURE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017,299512
ACCENTURE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,664502
TATA COMMUNICATIONS,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,664502
TATA COMMUNICATIONS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,664502
TATA COMMUNICATIONS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,374390
IBM INDIA,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017,566421
CALSOFT,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,16625
ORANGE,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,20399
AMAZON,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,20399
AMAZON,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,20399
AMAZON,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,20399
AMAZON,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016,20399
AMAZON,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017,20399
AMAZON,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017,20399
AMAZON,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017,20399
AMAZON,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,20399
AMAZON,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018,442378
GENPACT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,623983
RAJA SOFTWARE LABS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,443321
SCHNEIDER ELECTRIC,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016,443321
SCHNEIDER ELECTRIC,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,443321
SCHNEIDER ELECTRIC,COLLEGE OF ENGINEERING PUNE,PUNE,2018,443321
SCHNEIDER ELECTRIC,MIT COLLEGE OF ENGINEERING,PUNE,2018,443321
SCHNEIDER ELECTRIC,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,109643
ADOBE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,109643
ADOBE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,109643
ADOBE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,1176245
MICROSOFT,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,1176245
MICROSOFT,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,1176245
MICROSOFT,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,1176245
MICROSOFT,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017,1176245
MICROSOFT,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015,1176245
MICROSOFT,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014,1176245
MICROSOFT,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,1176245
MICROSOFT,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,420548
EDELWEISS FINANCIAL SERVICES,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,935975
ATIDAN,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,935975
ATIDAN,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017,815946
YAHOO,COLLEGE OF ENGINEERING PUNE,PUNE,2018,376823
UBS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017,376823
UBS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,1801956
SYMANTEC,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,1801956
SYMANTEC,COLLEGE OF ENGINEERING PUNE,PUNE,2018,1801956
SYMANTEC,MIT COLLEGE OF ENGINEERING,PUNE,2018,1801956
SYMANTEC,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,1801956
SYMANTEC,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,15948
MINDTREE,MIT COLLEGE OF ENGINEERING,PUNE,2018,17733
PC TECHNOLOGY,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,17733
PC TECHNOLOGY,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,17733
PC TECHNOLOGY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016,792989
JOHNSON CONTROLS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,792989
JOHNSON CONTROLS,MIT COLLEGE OF ENGINEERING,PUNE,2018,792989
JOHNSON CONTROLS,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,792989
JOHNSON CONTROLS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017,997473
VISA INC.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,1176245
PROTEGRITY,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,1176245
PROTEGRITY,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,1176245
PROTEGRITY,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,1176245
PROTEGRITY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,1176245
PROTEGRITY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,1176245
PROTEGRITY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,1176245
PROTEGRITY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,52629
BHARAT PETROLEUM,COLLEGE OF ENGINEERING PUNE,PUNE,2018,382233
INFORMATICA,COLLEGE OF ENGINEERING PUNE,PUNE,2018,382233
INFORMATICA,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,1764367
HDFC,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015,535465
UGAM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,535465
UGAM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,535465
UGAM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,535465
UGAM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,799479
SAP,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,799479
SAP,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,58812
NSEIT,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,58812
NSEIT,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,50000
WEATHERFORD,MIT COLLEGE OF ENGINEERING,PUNE,2018,508278
NEOSOFT,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,508278
NEOSOFT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,508278
NEOSOFT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,380313
GODREJ INFOTECH,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,380313
GODREJ INFOTECH,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,380313
GODREJ INFOTECH,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,380313
GODREJ INFOTECH,COLLEGE OF ENGINEERING PUNE,PUNE,2018,380313
GODREJ INFOTECH,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,390727
CAPGEMINI,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,390727
CAPGEMINI,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,390727
CAPGEMINI,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,390727
CAPGEMINI,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,390727
CAPGEMINI,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,390727
CAPGEMINI,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2018,390727
CAPGEMINI,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,390727
CAPGEMINI,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,390727
CAPGEMINI,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017,390727
CAPGEMINI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,390727
CAPGEMINI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,390727
CAPGEMINI,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,390727
CAPGEMINI,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,390727
CAPGEMINI,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018,390727
CAPGEMINI,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017,390727
CAPGEMINI,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,390727
CAPGEMINI,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,793764
LTI,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,1260431
TIBCO SOFTWARE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018,1260431
TIBCO SOFTWARE,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,1260431
TIBCO SOFTWARE,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,588122
AXIS BANK,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2018,588122
AXIS BANK,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,11637
ARK TECHNOSOLUTIONS,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,1141263
ACCOLITE,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,1141263
ACCOLITE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,1141263
ACCOLITE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017,1141263
ACCOLITE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,132900
